web-scraper-order;web-scraper-start-url;etat;marque;annee;boite_vitesse;adresse;prix;Image_Lien
1707774225-284;https://www.expat-dakar.com/voitures?page=29;Venant;Jeep;2017;Automatique;"Parcelles Assainies,
Dakar";23 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/090018e5b33d8843d9de5fc22a7b2c07/-/horizon-files-prod/ed/picture/q6xk2zep/d0dc65ba6c1ce4e0e6109ba53f945523cf9bca78.jpg
1707774225-285;https://www.expat-dakar.com/voitures?page=29;Venant;Lincoln;2018;Automatique;"Guediawaye,
Dakar";17 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/4b474a6e6f41caf2443b1977d72d7c2e/-/horizon-files-prod/ed/picture/qkrgvz0j/ad65b235ca13b1f7afce30d073ae755cb61499ea.jpg
1707774225-286;https://www.expat-dakar.com/voitures?page=29;Venant;Mazda;2019;Automatique;"Guediawaye,
Dakar";21 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/bcf3b553c39ac80a13220dccbd31541e/-/horizon-files-prod/ed/picture/qxj2e7qm/a539aa74682ccd37c0897c4715d9fc4330ef8e58.jpg
1707774229-287;https://www.expat-dakar.com/voitures?page=28;D'occasion;Honda;2013;Automatique;"Guediawaye,
Dakar";5 999 999 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/aabeea03f0abc6ad3eaef5230465bd84/-/horizon-files-prod/ed/picture/q56x8j72/3b5e1ca35b8d0f1b613692d3091c13f70f12267d.jpg
1707774229-288;https://www.expat-dakar.com/voitures?page=28;D'occasion;Ford;2013;Automatique;"Keur Massar,
Dakar";4 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/bcc5c627018aee0ccd6fb611f3cb99eb/-/horizon-files-prod/ed/picture/qq47kxkp/42769f959bc3eae511e77d43432cb53d69821f39.jpg
1707774229-289;https://www.expat-dakar.com/voitures?page=28;;;;;;;
1707774229-290;https://www.expat-dakar.com/voitures?page=28;D'occasion;Mercedes-Benz;2017;Automatique;"VDN,
Dakar";16 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/e5ed644a607dbee09657743faca191b5/-/horizon-files-prod/ed/picture/q448qkg2/320675e01cab10ca7464e2c1812722dfd82ce9f1.jpg
1707774229-291;https://www.expat-dakar.com/voitures?page=28;D'occasion;Toyota;2017;Automatique;"VDN,
Dakar";23 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/d3bbb0d7e0bba55e3d964488d110f5b8/-/horizon-files-prod/ed/picture/qngxner9/e5c70db5371c910668ba2856752a208d53a7bc54.jpg
1707774229-292;https://www.expat-dakar.com/voitures?page=28;D'occasion;Nissan;2014;Automatique;"VDN,
Dakar";20 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/d5d8a4a8f8ea2564fd013bfdeebbbe11/-/horizon-files-prod/ed/picture/q6xk4244/7bd8012673504e8b40ef20b085e3ff5b05367651.jpg
1707774229-293;https://www.expat-dakar.com/voitures?page=28;Venant;Mitsubishi;2020;Automatique;"VDN,
Dakar";26 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/90ab9234344d376b30b9f2b445b91e27/-/horizon-files-prod/ed/picture/qenqjmj2/e4aafbaad164932a47973fb5032974d137db7e2d.jpg
1707774229-294;https://www.expat-dakar.com/voitures?page=28;D'occasion;BMW;2014;Automatique;"VDN,
Dakar";9 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/bc54f62ee46f0cb736350a64e68673be/-/horizon-files-prod/ed/picture/q9m92m97/c67e0b173ee079708ba9f1efc1091822160aca98.jpg
1707774229-295;https://www.expat-dakar.com/voitures?page=28;Venant;Jeep;2017;Automatique;"VDN,
Dakar";22 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/19cfe28f2658c6ef2c7f5968b2e14bde/-/horizon-files-prod/ed/picture/qenqmpdx/aadd11b2233983d637397a90e7afdf0ac66531b6.jpg
1707774229-296;https://www.expat-dakar.com/voitures?page=28;Venant;Mercedes-Benz;2022;Automatique;"Cité Damel,
Dakar";110 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/ce7c58d52cd2f2569e7e223e98794bd4/-/horizon-files-prod/ed/picture/q56x28d7/b326b07890487309d0a2d33da184387832515991.jpg
1707774229-297;https://www.expat-dakar.com/voitures?page=28;D'occasion;Hyundai;2017;Automatique;"Cité Damel,
Dakar";5 700 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/854dbec3f7b416f189c81d19fe25742f/-/horizon-files-prod/ed/picture/qrzvk484/ed9d8141ba11d7125b3901fb848b97d5ad57aef3.jpg
1707774229-298;https://www.expat-dakar.com/voitures?page=28;D'occasion;Hyundai;2013;Automatique;"Biscuiterie,
Dakar";7 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/a758a5e8ea6c175ce4796e2a80ca0ded/-/horizon-files-prod/ed/picture/q9m96pgv/039f746c1a87f5422f7b4534f65ab881a4edd037.jpg
1707774229-299;https://www.expat-dakar.com/voitures?page=28;Venant;Jeep;2025;Automatique;"Sacré-cœur,
Dakar";11 900 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/9d5107a7ab9746a3b9fd93631ca25c73/-/horizon-files-prod/ed/picture/q0gwz75e/ff53ff2e3ca2df98bcf3376d16019105b807740c.jpg
1707774232-300;https://www.expat-dakar.com/voitures?page=27;Venant;Nissan;2017;Automatique;"Hann maristes,
Dakar";11 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/af00ba4f17d8ee94e010d69cbcf43541/-/horizon-files-prod/ed/picture/qv4e005x/dbede6fd412b7b3abeaa82172f5e0fb462697daf.jpg
1707774232-301;https://www.expat-dakar.com/voitures?page=27;D'occasion;Audi;2016;Automatique;"Mermoz,
Dakar";13 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/72171bc5e2fc0ca9d24fb2d8402d56c8/-/horizon-files-prod/ed/picture/qzvdqje8/3d356585dc34c8d292572483e094c17501b0d4d7.jpg
1707774232-302;https://www.expat-dakar.com/voitures?page=27;;;;;;;
1707774232-303;https://www.expat-dakar.com/voitures?page=27;D'occasion;Toyota;2015;Automatique;"Colobane,
Dakar";21 600 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/576fd4d48fd6006b57fff6cf29195271/-/horizon-files-prod/ed/picture/qrzv40z5/6fbc160df0cfeef957dc7136229d2de199898b58.jpg
1707774232-304;https://www.expat-dakar.com/voitures?page=27;Venant;Mercedes-Benz;2019;Automatique;"VDN,
Dakar";35 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/549d5f1374f9c57df9987c0ffdd63b36/-/horizon-files-prod/ed/picture/q8v5k8kz/7ade68d6798943bc64d3d21518aa4b030aab7d1c.jpg
1707774232-305;https://www.expat-dakar.com/voitures?page=27;Venant;Volkswagen;2019;;"VDN,
Dakar";22 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/52b543fc2e392cb69e9543c1072561e3/-/horizon-files-prod/ed/picture/qxj2w4rm/44223a081911e9804ae63d10bbafd4cb40df22a4.jpg
1707774232-306;https://www.expat-dakar.com/voitures?page=27;Venant;Mitsubishi;2013;Automatique;"VDN,
Dakar";29 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/3963b57f26d977f2254aa444e11b2c25/-/horizon-files-prod/ed/picture/qxj2w4v2/deba9cec44461d5d5cba862b4b1be93ba152f098.jpg
1707774232-307;https://www.expat-dakar.com/voitures?page=27;Venant;BMW;2015;Automatique;"VDN,
Dakar";16 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/a3ed6465c69a7e068bfdf3f9bd2f0dcd/-/horizon-files-prod/ed/picture/q9m9626v/4eef73b4e1bada3a41486e1558ad62bcee0f00d6.jpg
1707774232-308;https://www.expat-dakar.com/voitures?page=27;Venant;Mercedes-Benz;2018;Automatique;"VDN,
Dakar";32 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/3109e07c8a7ba102e3c636c42b380837/-/horizon-files-prod/ed/picture/q785d8wj/be3eea5be2af9d0ccc50b40677934ffb4cb4a632.jpg
1707774232-309;https://www.expat-dakar.com/voitures?page=27;Venant;BMW;2015;Automatique;"VDN,
Dakar";15 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/cf8bd220932e78f17c212cdfd5ebb0a9/-/horizon-files-prod/ed/picture/q6xk4wng/0017a4bd401f372f7f783d1e3f429f29a964234b.jpg
1707774232-310;https://www.expat-dakar.com/voitures?page=27;Venant;Mercedes-Benz;2018;Automatique;"VDN,
Dakar";35 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/9a508d350cda4e7727af2b47240198e8/-/horizon-files-prod/ed/picture/q9m962dv/52990f507779ae0924801da57bf7da61266b5691.jpg
1707774232-311;https://www.expat-dakar.com/voitures?page=27;Venant;Volkswagen;2019;Automatique;"VDN,
Dakar";19 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/7c3a6394ae35de20d8ffee28b5778cc5/-/horizon-files-prod/ed/picture/qzvd5q66/dad3297eea46da88e3ddf476b4670a8f7a8804a7.jpg
1707774232-312;https://www.expat-dakar.com/voitures?page=27;Venant;Kia;2020;Automatique;"VDN,
Dakar";22 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/7467a3ac5fa1be8d03c325537c47c491/-/horizon-files-prod/ed/picture/qwe259j4/40be169563df94c7b23aee0111a315af58e2c92a.jpg
1707774235-313;https://www.expat-dakar.com/voitures?page=26;Venant;Kia;2016;Manuelle;"Mamelles,
Dakar";9 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/9290a19c17109316c719f939c4286e69/-/horizon-files-prod/ed/picture/qj4rwgg8/8491c4bf68508058f342f7cedf146a2438e863da.jpg
1707774235-314;https://www.expat-dakar.com/voitures?page=26;D'occasion;Ford;2013;Automatique;"VDN,
Dakar";4 800 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d9c2ddc9bdca60355c5b2be2304c6fa/-/horizon-files-prod/ed/picture/qj4r7djr/2a701092a3328bcfee25ea3505002ed581927ca4.jpg
1707774235-315;https://www.expat-dakar.com/voitures?page=26;;;;;;;
1707774235-316;https://www.expat-dakar.com/voitures?page=26;Venant;Hyundai;2016;Automatique;"Plateau,
Dakar";5 800 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/46ba28c8292b48f264afc02bcc53c196/-/horizon-files-prod/ed/picture/qj4r7we5/13f1e47a43dc0ad679dd6a759e914c2619efd04d.jpg
1707774235-317;https://www.expat-dakar.com/voitures?page=26;Venant;Ford;2016;Automatique;"Nord foire,
Dakar";11 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/a59ab9cde51f381a14f4673de5e465d7/-/horizon-files-prod/ed/picture/q8v520jn/0c00a6f1e6358fc0f19e91d283e8579ae492b08c.jpg
1707774235-318;https://www.expat-dakar.com/voitures?page=26;D'occasion;Ford;2012;Automatique;"Colobane,
Dakar";3 450 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/466893070345c1a20590b4e0f7e8e8f8/-/horizon-files-prod/ed/picture/qj4rd7x5/eae85a6d4007c932d34bc824e6fdebe6fcdbeefd.jpg
1707774235-319;https://www.expat-dakar.com/voitures?page=26;D'occasion;Nissan;2013;Automatique;"Colobane,
Dakar";3 850 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/e2728ef918b96894c1aae063639e1285/-/horizon-files-prod/ed/picture/qrzvk4jq/143587036208c7b6e01c9d9a58df4efecd7bbcf7.jpg
1707774235-320;https://www.expat-dakar.com/voitures?page=26;Neuf;Hyundai;2016;Automatique;"Sicap foire,
Dakar";12 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/7719bc718ce0f84c969efe855abb9982/-/horizon-files-prod/ed/picture/qgq9jxq9/0c777d5016f7ca5f111f98dedeaf1b60b129c929.jpg
1707774235-321;https://www.expat-dakar.com/voitures?page=26;D'occasion;Ford;2011;Automatique;"Colobane,
Dakar";2 200 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/c4a7faf34ea7f66bec5d92db37945a03/-/horizon-files-prod/ed/picture/qwe295nd/b582df6d156dd92c309e1b60c40edc027d6483a0.jpg
1707774235-322;https://www.expat-dakar.com/voitures?page=26;D'occasion;Ford;2012;Automatique;"Colobane,
Dakar";3 350 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/4338643d0383ba771e8e1d45958e214d/-/horizon-files-prod/ed/picture/qenqj46z/7567c9ca2e4e719c0ab105081e31a4ab34dc8006.jpg
1707774235-323;https://www.expat-dakar.com/voitures?page=26;D'occasion;Infinity;2016;Automatique;"Mbour,
Thiès";13 000 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/8f32a778c08a4e32251a2c155c247162/-/horizon-files-prod/ed/picture/qrzv4g72/06a4c62bbd81d7f23b7882bb861355586e25620e.jpg
1707774235-324;https://www.expat-dakar.com/voitures?page=26;Venant;Hyundai;2016;Automatique;"Fass,
Kaolack";11 500 000 F Cfa;https://i.roamcdn.net/hz/ed/listing-thumb-224w/4a55f2d801423799778c0f2bcf4416d5/-/horizon-files-prod/ed/picture/qkrg29np/cd877831e54058d8f93f8079ef5aabeaadd46408.jpg
